customer_id,account_id,customer_role,department,seniority,country,language,is_admin,created_at
cust_00045,acct_0045,customer_success_manager,customer_success,vp,DE,en,False,2023-12-28T00:00:00Z
cust_00046,acct_0046,customer_success_manager,finance,individual_contributor,DE,en,False,2024-07-14T00:00:00Z
cust_00047,acct_0047,finance_manager,customer_success,director,GB,en,False,2024-01-04T00:00:00Z
cust_00048,acct_0048,finance_manager,operations,individual_contributor,BR,en,False,2024-10-17T00:00:00Z
cust_00049,acct_0049,project_manager,creative,individual_contributor,US,en,False,2025-02-21T00:00:00Z
cust_00050,acct_0050,developer,product,director,US,en,False,2024-07-19T00:00:00Z
cust_00051,acct_0051,customer_success_manager,finance,individual_contributor,CA,en,False,2023-12-17T00:00:00Z
cust_00052,acct_0052,operations_lead,sales,executive,IN,en,True,2023-08-23T00:00:00Z
cust_00053,acct_0053,customer_success_manager,sales,director,CA,en,False,2024-07-14T00:00:00Z
cust_00054,acct_0054,project_manager,finance,director,DE,en,False,2024-06-14T00:00:00Z
cust_00055,acct_0055,executive,it,vp,GB,en,True,2023-02-09T00:00:00Z
cust_00056,acct_0056,customer_success_manager,customer_success,director,FR,en,False,2023-08-10T00:00:00Z
cust_00057,acct_0057,project_manager,operations,executive,IN,en,False,2023-10-22T00:00:00Z
cust_00058,acct_0058,operations_lead,sales,director,AU,en,True,2023-05-26T00:00:00Z
cust_00059,acct_0059,project_manager,finance,manager,GB,en,False,2023-06-12T00:00:00Z
cust_00060,acct_0060,finance_manager,finance,manager,DE,en,False,2024-10-29T00:00:00Z
cust_00061,acct_0061,administrator,creative,manager,BR,en,True,2023-09-19T00:00:00Z
cust_00062,acct_0062,executive,product,vp,AU,en,True,2023-11-21T00:00:00Z
cust_00063,acct_0063,developer,it,director,FR,en,False,2023-04-02T00:00:00Z
cust_00064,acct_0064,project_manager,finance,director,DE,en,False,2023-08-10T00:00:00Z
cust_00065,acct_0065,designer,it,director,BR,en,False,2025-03-30T00:00:00Z
cust_00066,acct_0066,project_manager,finance,vp,CA,en,False,2024-08-27T00:00:00Z
cust_00067,acct_0067,customer_success_manager,customer_success,vp,US,en,False,2024-01-29T00:00:00Z
cust_00068,acct_0068,finance_manager,operations,executive,IN,en,False,2024-09-02T00:00:00Z
cust_00069,acct_0069,developer,it,director,BR,en,False,2025-02-19T00:00:00Z
cust_00070,acct_0070,operations_lead,customer_success,executive,US,en,True,2024-12-01T00:00:00Z
cust_00071,acct_0071,designer,product,vp,US,en,False,2025-03-19T00:00:00Z
cust_00072,acct_0072,designer,it,executive,AU,en,False,2024-05-10T00:00:00Z
cust_00073,acct_0073,developer,it,vp,DE,en,False,2023-09-08T00:00:00Z
cust_00074,acct_0074,operations_lead,customer_success,executive,BR,en,True,2024-11-11T00:00:00Z
cust_00075,acct_0075,customer_success_manager,finance,director,DE,en,False,2024-03-01T00:00:00Z
cust_00076,acct_0076,project_manager,product,manager,FR,en,False,2023-03-28T00:00:00Z
cust_00077,acct_0077,operations_lead,sales,individual_contributor,AU,en,True,2023-03-18T00:00:00Z
cust_00078,acct_0078,executive,creative,vp,FR,en,True,2024-09-16T00:00:00Z
cust_00079,acct_0079,designer,operations,director,IN,en,False,2024-09-20T00:00:00Z
cust_00080,acct_0080,designer,sales,director,GB,en,False,2023-05-04T00:00:00Z
cust_00081,acct_0081,finance_manager,operations,director,CA,en,False,2023-11-12T00:00:00Z
cust_00082,acct_0082,operations_lead,product,executive,US,en,True,2023-07-13T00:00:00Z
cust_00083,acct_0083,executive,sales,executive,AU,en,True,2023-04-10T00:00:00Z
cust_00084,acct_0084,executive,sales,vp,DE,en,True,2023-07-21T00:00:00Z
cust_00085,acct_0085,developer,finance,individual_contributor,BR,en,False,2023-06-27T00:00:00Z
cust_00086,acct_0086,administrator,sales,manager,BR,en,True,2025-03-22T00:00:00Z
cust_00087,acct_0087,developer,sales,manager,FR,en,False,2024-11-30T00:00:00Z
cust_00088,acct_0088,finance_manager,finance,manager,FR,en,False,2025-04-20T00:00:00Z
cust_00089,acct_0089,executive,sales,director,AU,en,True,2023-04-25T00:00:00Z
cust_00090,acct_0090,developer,creative,director,DE,en,False,2024-02-20T00:00:00Z
cust_00091,acct_0091,finance_manager,customer_success,vp,FR,en,False,2023-12-23T00:00:00Z
cust_00092,acct_0092,administrator,operations,individual_contributor,IN,en,True,2024-02-24T00:00:00Z
cust_00093,acct_0093,administrator,it,vp,GB,en,True,2023-11-25T00:00:00Z
cust_00094,acct_0094,developer,sales,director,BR,en,False,2023-03-09T00:00:00Z
cust_00095,acct_0095,customer_success_manager,product,manager,DE,en,False,2023-06-14T00:00:00Z
cust_00096,acct_0096,operations_lead,sales,vp,BR,en,True,2023-12-03T00:00:00Z
cust_00097,acct_0097,finance_manager,operations,director,BR,en,False,2023-01-16T00:00:00Z
cust_00098,acct_0098,developer,product,individual_contributor,FR,en,False,2025-04-29T00:00:00Z
cust_00099,acct_0099,developer,finance,vp,DE,en,False,2024-08-06T00:00:00Z
cust_00100,acct_0100,project_manager,customer_success,individual_contributor,BR,en,False,2023-07-14T00:00:00Z
cust_00101,acct_0101,designer,customer_success,director,IN,en,False,2023-10-01T00:00:00Z
cust_00102,acct_0102,operations_lead,customer_success,director,IN,en,True,2025-04-08T00:00:00Z
cust_00103,acct_0103,operations_lead,operations,manager,IN,en,True,2024-07-28T00:00:00Z
cust_00104,acct_0104,executive,product,vp,IN,en,True,2023-12-29T00:00:00Z
cust_00105,acct_0105,finance_manager,finance,manager,AU,en,False,2024-10-22T00:00:00Z
cust_00106,acct_0106,operations_lead,product,individual_contributor,FR,en,True,2023-04-06T00:00:00Z
cust_00107,acct_0107,executive,customer_success,director,BR,en,True,2024-09-26T00:00:00Z
cust_00108,acct_0108,finance_manager,creative,executive,FR,en,False,2024-02-18T00:00:00Z
cust_00109,acct_0109,administrator,finance,individual_contributor,DE,en,True,2024-05-29T00:00:00Z
cust_00110,acct_0110,project_manager,product,director,DE,en,False,2024-08-16T00:00:00Z
cust_00111,acct_0111,administrator,it,director,IN,en,True,2023-09-26T00:00:00Z
cust_00112,acct_0112,customer_success_manager,customer_success,individual_contributor,CA,en,False,2023-07-14T00:00:00Z
cust_00113,acct_0113,project_manager,operations,vp,DE,en,False,2023-01-31T00:00:00Z
cust_00114,acct_0114,finance_manager,product,individual_contributor,CA,en,False,2023-07-13T00:00:00Z
cust_00115,acct_0115,developer,it,director,CA,en,False,2023-11-13T00:00:00Z
cust_00116,acct_0116,executive,product,director,AU,en,True,2025-03-09T00:00:00Z
cust_00117,acct_0117,developer,customer_success,executive,CA,en,False,2023-12-23T00:00:00Z
cust_00118,acct_0118,customer_success_manager,customer_success,vp,AU,en,False,2024-08-18T00:00:00Z
cust_00119,acct_0119,operations_lead,product,vp,GB,en,True,2024-12-11T00:00:00Z
cust_00120,acct_0120,project_manager,operations,manager,FR,en,False,2024-06-02T00:00:00Z
cust_00121,acct_0121,administrator,it,manager,IN,en,True,2024-03-07T00:00:00Z
cust_00122,acct_0122,finance_manager,it,vp,GB,en,False,2024-04-11T00:00:00Z
cust_00123,acct_0123,customer_success_manager,product,vp,DE,en,False,2024-06-06T00:00:00Z
cust_00124,acct_0124,developer,sales,vp,US,en,False,2023-01-19T00:00:00Z
cust_00125,acct_0125,administrator,finance,executive,DE,en,True,2024-08-25T00:00:00Z
cust_00126,acct_0126,designer,operations,individual_contributor,FR,en,False,2023-11-08T00:00:00Z
cust_00127,acct_0127,operations_lead,creative,vp,IN,en,True,2024-03-16T00:00:00Z
cust_00128,acct_0128,operations_lead,customer_success,vp,IN,en,True,2023-03-02T00:00:00Z
cust_00129,acct_0129,developer,finance,director,DE,en,False,2025-03-04T00:00:00Z
cust_00130,acct_0130,finance_manager,it,manager,FR,en,False,2025-04-26T00:00:00Z
cust_00131,acct_0131,developer,sales,vp,FR,en,False,2024-03-07T00:00:00Z
cust_00132,acct_0132,customer_success_manager,creative,executive,DE,en,False,2024-04-19T00:00:00Z
cust_00133,acct_0133,project_manager,finance,executive,DE,en,False,2024-07-09T00:00:00Z
cust_00134,acct_0134,developer,it,director,BR,en,False,2024-08-31T00:00:00Z
cust_00135,acct_0135,administrator,operations,executive,AU,en,True,2023-06-01T00:00:00Z
cust_00136,acct_0136,executive,sales,executive,US,en,True,2025-04-11T00:00:00Z
cust_00137,acct_0137,developer,creative,vp,BR,en,False,2023-02-24T00:00:00Z
cust_00138,acct_0138,designer,product,director,IN,en,False,2023-11-09T00:00:00Z
cust_00139,acct_0139,executive,finance,individual_contributor,US,en,True,2025-03-01T00:00:00Z
cust_00140,acct_0140,project_manager,it,vp,AU,en,False,2023-12-03T00:00:00Z
cust_00141,acct_0141,designer,customer_success,director,CA,en,False,2023-08-31T00:00:00Z
cust_00142,acct_0142,administrator,operations,executive,GB,en,True,2025-03-26T00:00:00Z
cust_00143,acct_0143,administrator,operations,individual_contributor,AU,en,True,2025-03-31T00:00:00Z
cust_00144,acct_0144,executive,product,director,US,en,True,2023-12-17T00:00:00Z
cust_00145,acct_0145,developer,customer_success,individual_contributor,AU,en,False,2024-08-05T00:00:00Z
cust_00146,acct_0146,developer,operations,executive,US,en,False,2023-05-12T00:00:00Z
cust_00147,acct_0147,project_manager,product,individual_contributor,IN,en,False,2023-09-26T00:00:00Z
cust_00148,acct_0148,developer,operations,vp,US,en,False,2023-02-11T00:00:00Z
cust_00149,acct_0149,executive,product,director,BR,en,True,2024-01-18T00:00:00Z
cust_00150,acct_0150,project_manager,customer_success,manager,IN,en,False,2024-08-28T00:00:00Z
cust_00151,acct_0151,customer_success_manager,sales,executive,DE,en,False,2024-10-24T00:00:00Z
cust_00152,acct_0152,finance_manager,product,executive,GB,en,False,2023-02-18T00:00:00Z
cust_00153,acct_0153,developer,sales,manager,AU,en,False,2024-08-30T00:00:00Z
cust_00154,acct_0154,operations_lead,finance,director,DE,en,True,2024-09-05T00:00:00Z
cust_00155,acct_0155,developer,finance,manager,GB,en,False,2024-11-26T00:00:00Z
cust_00156,acct_0156,developer,creative,director,GB,en,False,2023-11-18T00:00:00Z
cust_00157,acct_0157,executive,sales,individual_contributor,CA,en,True,2023-07-23T00:00:00Z
cust_00158,acct_0158,executive,operations,manager,DE,en,True,2023-01-12T00:00:00Z
cust_00159,acct_0159,designer,product,vp,IN,en,False,2024-12-23T00:00:00Z
cust_00160,acct_0160,designer,sales,manager,AU,en,False,2023-10-05T00:00:00Z
cust_00161,acct_0161,administrator,operations,manager,IN,en,True,2023-10-09T00:00:00Z
cust_00162,acct_0162,finance_manager,finance,individual_contributor,US,en,False,2023-11-13T00:00:00Z
cust_00163,acct_0163,project_manager,creative,director,AU,en,False,2023-12-15T00:00:00Z
cust_00164,acct_0164,finance_manager,operations,individual_contributor,IN,en,False,2023-12-25T00:00:00Z
cust_00165,acct_0165,administrator,creative,manager,AU,en,True,2024-12-30T00:00:00Z
cust_00166,acct_0166,administrator,sales,individual_contributor,DE,en,True,2023-07-19T00:00:00Z
cust_00167,acct_0167,administrator,creative,manager,CA,en,True,2024-08-25T00:00:00Z
cust_00168,acct_0168,executive,finance,executive,IN,en,True,2024-09-23T00:00:00Z
cust_00169,acct_0169,designer,product,manager,FR,en,False,2024-03-29T00:00:00Z
cust_00170,acct_0170,developer,finance,vp,DE,en,False,2023-04-29T00:00:00Z
cust_00171,acct_0171,operations_lead,creative,executive,DE,en,True,2023-04-03T00:00:00Z
cust_00172,acct_0172,administrator,operations,individual_contributor,BR,en,True,2024-02-16T00:00:00Z
cust_00173,acct_0173,developer,sales,vp,FR,en,False,2024-06-27T00:00:00Z
cust_00174,acct_0174,administrator,product,vp,IN,en,True,2023-12-03T00:00:00Z
cust_00175,acct_0175,finance_manager,operations,manager,US,en,False,2024-10-27T00:00:00Z
cust_00176,acct_0176,project_manager,it,vp,US,en,False,2023-05-08T00:00:00Z
cust_00177,acct_0177,operations_lead,sales,individual_contributor,BR,en,True,2023-02-03T00:00:00Z
cust_00178,acct_0178,developer,it,vp,DE,en,False,2024-05-05T00:00:00Z
cust_00179,acct_0179,finance_manager,customer_success,individual_contributor,FR,en,False,2024-08-11T00:00:00Z
cust_00180,acct_0180,customer_success_manager,operations,executive,IN,en,False,2024-03-23T00:00:00Z
cust_00181,acct_0181,customer_success_manager,sales,director,IN,en,False,2024-08-25T00:00:00Z
cust_00182,acct_0182,administrator,creative,director,DE,en,True,2025-03-13T00:00:00Z
cust_00183,acct_0183,customer_success_manager,customer_success,manager,BR,en,False,2023-03-09T00:00:00Z
cust_00184,acct_0184,finance_manager,product,director,GB,en,False,2024-08-13T00:00:00Z
cust_00185,acct_0185,operations_lead,operations,manager,AU,en,True,2024-10-28T00:00:00Z
cust_00186,acct_0186,customer_success_manager,creative,manager,BR,en,False,2024-01-31T00:00:00Z
cust_00187,acct_0187,developer,product,executive,BR,en,False,2024-12-03T00:00:00Z
cust_00188,acct_0188,customer_success_manager,creative,executive,CA,en,False,2023-09-25T00:00:00Z
cust_00189,acct_0189,designer,it,manager,US,en,False,2024-07-18T00:00:00Z
cust_00190,acct_0190,finance_manager,operations,director,BR,en,False,2025-01-04T00:00:00Z
cust_00191,acct_0191,project_manager,operations,director,GB,en,False,2024-09-07T00:00:00Z
cust_00192,acct_0192,administrator,product,director,GB,en,True,2025-02-20T00:00:00Z
cust_00193,acct_0193,finance_manager,creative,individual_contributor,CA,en,False,2023-03-14T00:00:00Z
cust_00194,acct_0194,executive,product,manager,IN,en,True,2025-04-28T00:00:00Z
cust_00195,acct_0195,executive,customer_success,director,DE,en,True,2024-03-25T00:00:00Z
cust_00196,acct_0196,project_manager,customer_success,individual_contributor,BR,en,False,2024-07-22T00:00:00Z
cust_00197,acct_0197,developer,sales,executive,IN,en,False,2024-06-19T00:00:00Z
cust_00198,acct_0198,customer_success_manager,operations,director,IN,en,False,2023-06-11T00:00:00Z
cust_00199,acct_0199,customer_success_manager,creative,manager,IN,en,False,2025-01-07T00:00:00Z
cust_00200,acct_0200,designer,finance,executive,FR,en,False,2023-01-27T00:00:00Z
cust_00201,acct_0201,project_manager,creative,vp,GB,en,False,2023-01-29T00:00:00Z
cust_00202,acct_0202,developer,customer_success,vp,DE,en,False,2023-03-22T00:00:00Z
cust_00203,acct_0203,finance_manager,it,executive,FR,en,False,2024-03-10T00:00:00Z
cust_00204,acct_0204,project_manager,product,director,CA,en,False,2023-06-15T00:00:00Z
cust_00205,acct_0205,customer_success_manager,product,executive,GB,en,False,2025-04-30T00:00:00Z
cust_00206,acct_0206,customer_success_manager,product,individual_contributor,BR,en,False,2023-02-24T00:00:00Z
cust_00207,acct_0207,operations_lead,it,executive,AU,en,True,2023-05-22T00:00:00Z
cust_00208,acct_0208,customer_success_manager,creative,executive,DE,en,False,2023-10-28T00:00:00Z
cust_00209,acct_0209,developer,creative,individual_contributor,BR,en,False,2024-02-19T00:00:00Z
cust_00210,acct_0210,operations_lead,finance,individual_contributor,FR,en,True,2025-04-07T00:00:00Z
cust_00211,acct_0211,administrator,customer_success,vp,BR,en,True,2023-04-21T00:00:00Z
cust_00212,acct_0212,customer_success_manager,sales,manager,DE,en,False,2025-01-05T00:00:00Z
cust_00213,acct_0213,administrator,finance,director,FR,en,True,2024-07-05T00:00:00Z
cust_00214,acct_0214,project_manager,sales,director,DE,en,False,2023-12-02T00:00:00Z
cust_00215,acct_0215,finance_manager,finance,vp,AU,en,False,2024-02-16T00:00:00Z
cust_00216,acct_0216,developer,operations,executive,IN,en,False,2024-04-19T00:00:00Z
cust_00217,acct_0217,developer,sales,vp,AU,en,False,2024-04-27T00:00:00Z
cust_00218,acct_0218,designer,finance,individual_contributor,IN,en,False,2024-09-13T00:00:00Z
cust_00219,acct_0219,executive,product,director,GB,en,True,2024-10-24T00:00:00Z
cust_00220,acct_0220,developer,operations,executive,GB,en,False,2024-05-13T00:00:00Z
cust_00221,acct_0221,customer_success_manager,it,vp,BR,en,False,2024-08-05T00:00:00Z
cust_00222,acct_0222,operations_lead,customer_success,individual_contributor,IN,en,True,2024-12-28T00:00:00Z
cust_00223,acct_0223,developer,sales,individual_contributor,GB,en,False,2023-12-01T00:00:00Z
cust_00224,acct_0224,designer,finance,manager,AU,en,False,2025-04-17T00:00:00Z
cust_00225,acct_0225,project_manager,product,vp,GB,en,False,2024-02-11T00:00:00Z
cust_00226,acct_0226,project_manager,customer_success,manager,US,en,False,2024-05-27T00:00:00Z
cust_00227,acct_0227,operations_lead,finance,vp,DE,en,True,2024-04-11T00:00:00Z
cust_00228,acct_0228,operations_lead,operations,executive,DE,en,True,2023-12-30T00:00:00Z
cust_00229,acct_0229,customer_success_manager,product,manager,BR,en,False,2025-03-12T00:00:00Z
cust_00230,acct_0230,finance_manager,creative,vp,BR,en,False,2024-06-17T00:00:00Z
cust_00231,acct_0231,administrator,it,executive,CA,en,True,2024-03-04T00:00:00Z
cust_00232,acct_0232,designer,creative,vp,CA,en,False,2024-01-28T00:00:00Z
cust_00233,acct_0233,operations_lead,it,manager,AU,en,True,2025-03-19T00:00:00Z
cust_00234,acct_0234,administrator,customer_success,manager,IN,en,True,2024-12-27T00:00:00Z
cust_00235,acct_0235,customer_success_manager,finance,manager,AU,en,False,2025-02-09T00:00:00Z
cust_00236,acct_0236,executive,finance,vp,GB,en,True,2023-08-22T00:00:00Z
cust_00237,acct_0237,administrator,customer_success,individual_contributor,IN,en,True,2023-01-08T00:00:00Z
cust_00238,acct_0238,executive,finance,manager,GB,en,True,2024-03-11T00:00:00Z
cust_00239,acct_0239,customer_success_manager,finance,individual_contributor,DE,en,False,2024-10-08T00:00:00Z
cust_00240,acct_0240,finance_manager,customer_success,individual_contributor,US,en,False,2025-02-03T00:00:00Z
cust_00241,acct_0241,customer_success_manager,product,executive,BR,en,False,2024-06-09T00:00:00Z
cust_00242,acct_0242,customer_success_manager,finance,manager,GB,en,False,2024-09-19T00:00:00Z
cust_00243,acct_0243,administrator,sales,executive,IN,en,True,2023-12-30T00:00:00Z
cust_00244,acct_0244,customer_success_manager,finance,individual_contributor,US,en,False,2024-08-16T00:00:00Z
cust_00245,acct_0245,operations_lead,customer_success,director,DE,en,True,2024-10-30T00:00:00Z
cust_00246,acct_0246,finance_manager,creative,vp,FR,en,False,2023-05-19T00:00:00Z
cust_00247,acct_0247,administrator,sales,individual_contributor,IN,en,True,2024-02-24T00:00:00Z
cust_00248,acct_0248,customer_success_manager,creative,vp,IN,en,False,2023-09-25T00:00:00Z
cust_00249,acct_0249,project_manager,creative,executive,BR,en,False,2023-04-02T00:00:00Z
cust_00250,acct_0250,operations_lead,it,executive,US,en,True,2023-02-14T00:00:00Z
cust_00251,acct_0251,designer,customer_success,executive,AU,en,False,2024-07-30T00:00:00Z
cust_00252,acct_0252,project_manager,customer_success,executive,IN,en,False,2023-05-30T00:00:00Z
cust_00253,acct_0253,administrator,finance,individual_contributor,IN,en,True,2025-04-21T00:00:00Z
cust_00254,acct_0254,customer_success_manager,customer_success,manager,US,en,False,2023-03-29T00:00:00Z
cust_00255,acct_0255,administrator,customer_success,director,AU,en,True,2023-09-23T00:00:00Z
cust_00256,acct_0256,administrator,creative,manager,IN,en,True,2023-11-28T00:00:00Z
cust_00257,acct_0257,administrator,customer_success,executive,DE,en,True,2024-10-24T00:00:00Z
cust_00258,acct_0258,designer,product,executive,US,en,False,2024-07-12T00:00:00Z
cust_00259,acct_0259,developer,operations,vp,AU,en,False,2024-04-19T00:00:00Z
cust_00260,acct_0260,project_manager,it,vp,IN,en,False,2024-11-05T00:00:00Z
cust_00261,acct_0261,administrator,it,manager,CA,en,True,2023-05-10T00:00:00Z
cust_00262,acct_0262,customer_success_manager,sales,vp,IN,en,False,2024-11-10T00:00:00Z
cust_00263,acct_0263,designer,operations,executive,CA,en,False,2023-02-04T00:00:00Z
cust_00264,acct_0264,developer,creative,manager,IN,en,False,2024-03-03T00:00:00Z
cust_00265,acct_0265,developer,product,director,IN,en,False,2024-02-23T00:00:00Z
cust_00266,acct_0266,executive,creative,manager,DE,en,True,2024-11-21T00:00:00Z
cust_00267,acct_0267,finance_manager,customer_success,vp,BR,en,False,2025-01-30T00:00:00Z
cust_00268,acct_0268,customer_success_manager,product,individual_contributor,CA,en,False,2024-06-15T00:00:00Z
cust_00269,acct_0269,developer,finance,individual_contributor,IN,en,False,2024-02-14T00:00:00Z
cust_00270,acct_0270,executive,it,vp,GB,en,True,2024-03-14T00:00:00Z
cust_00271,acct_0271,operations_lead,creative,vp,IN,en,True,2024-10-05T00:00:00Z
cust_00272,acct_0272,finance_manager,operations,executive,AU,en,False,2025-03-13T00:00:00Z
cust_00273,acct_0273,developer,it,executive,GB,en,False,2025-03-21T00:00:00Z
cust_00274,acct_0274,customer_success_manager,sales,individual_contributor,BR,en,False,2024-07-06T00:00:00Z
cust_00275,acct_0275,operations_lead,finance,vp,DE,en,True,2024-06-18T00:00:00Z
cust_00276,acct_0276,designer,customer_success,individual_contributor,AU,en,False,2023-07-06T00:00:00Z
cust_00277,acct_0277,designer,sales,vp,BR,en,False,2024-10-07T00:00:00Z
cust_00278,acct_0278,finance_manager,sales,vp,FR,en,False,2023-08-26T00:00:00Z
cust_00279,acct_0279,developer,product,manager,US,en,False,2023-12-15T00:00:00Z
cust_00280,acct_0280,finance_manager,product,executive,FR,en,False,2023-12-31T00:00:00Z
cust_00281,acct_0281,developer,sales,vp,US,en,False,2024-04-01T00:00:00Z
cust_00282,acct_0282,finance_manager,finance,vp,AU,en,False,2023-10-26T00:00:00Z
cust_00283,acct_0283,executive,creative,vp,US,en,True,2024-08-09T00:00:00Z
cust_00284,acct_0284,customer_success_manager,sales,manager,BR,en,False,2023-03-13T00:00:00Z
cust_00285,acct_0285,executive,creative,executive,US,en,True,2024-12-02T00:00:00Z
cust_00286,acct_0286,designer,operations,vp,FR,en,False,2024-04-13T00:00:00Z
cust_00287,acct_0287,administrator,operations,vp,CA,en,True,2024-12-30T00:00:00Z
cust_00288,acct_0288,designer,operations,director,US,en,False,2023-04-14T00:00:00Z
cust_00289,acct_0289,executive,operations,director,CA,en,True,2024-08-18T00:00:00Z
cust_00290,acct_0290,executive,operations,individual_contributor,FR,en,True,2024-04-30T00:00:00Z
cust_00291,acct_0291,executive,operations,individual_contributor,GB,en,True,2023-03-05T00:00:00Z
cust_00292,acct_0292,operations_lead,product,vp,AU,en,True,2024-03-26T00:00:00Z
cust_00293,acct_0293,operations_lead,customer_success,director,FR,en,True,2024-09-07T00:00:00Z
cust_00294,acct_0294,designer,customer_success,manager,IN,en,False,2024-06-25T00:00:00Z
cust_00295,acct_0295,developer,customer_success,executive,CA,en,False,2024-01-12T00:00:00Z
cust_00296,acct_0296,customer_success_manager,creative,director,IN,en,False,2023-07-02T00:00:00Z
cust_00297,acct_0297,project_manager,finance,director,DE,en,False,2025-03-10T00:00:00Z
cust_00298,acct_0298,operations_lead,customer_success,vp,BR,en,True,2024-04-05T00:00:00Z
cust_00299,acct_0299,executive,operations,executive,CA,en,True,2023-09-28T00:00:00Z
cust_00300,acct_0300,finance_manager,operations,executive,BR,en,False,2024-03-20T00:00:00Z
cust_00301,acct_0301,developer,sales,manager,DE,en,False,2023-03-15T00:00:00Z
cust_00302,acct_0302,executive,sales,individual_contributor,CA,en,True,2024-04-07T00:00:00Z
cust_00303,acct_0303,operations_lead,finance,manager,CA,en,True,2024-08-03T00:00:00Z
cust_00304,acct_0304,administrator,creative,executive,BR,en,True,2023-02-20T00:00:00Z
cust_00305,acct_0305,customer_success_manager,product,individual_contributor,AU,en,False,2025-04-13T00:00:00Z
cust_00306,acct_0306,executive,customer_success,director,AU,en,True,2024-10-11T00:00:00Z
cust_00307,acct_0307,developer,finance,vp,GB,en,False,2023-02-07T00:00:00Z
